524.794072	0.187448	0.032114	228.800228	6843.598481	29.910803	60.204880	220.737212	556.828334	1
330.000000	0.226893	0.265290	121.154201	3163.239472	26.109202	69.717361	99.084964	400.225776	1
551.879287	0.232478	0.063530	264.804935	11888.391827	44.894903	77.793297	253.785300	656.769449	1
380.000000	0.240855	0.286234	137.640111	5402.171180	39.248524	88.758446	105.198568	493.701814	1
362.831266	0.200713	0.244346	124.912559	3290.462446	26.342127	69.389389	103.866552	424.796503	1
389.872978	0.150098	0.097738	118.625814	2475.557078	20.868620	49.757149	107.686164	429.385788	1
290.455141	0.144164	0.053058	74.635067	1189.545213	15.938154	35.703331	65.541324	330.267293	1
275.677393	0.153938	0.187797	91.527893	1756.234837	19.187974	39.305183	82.658682	331.588302	1
470.000000	0.213105	0.225497	184.590057	8185.360837	44.343455	84.482483	164.122511	603.315715	1
423.000000	0.219562	0.261799	172.371241	6108.106297	35.435762	79.056351	153.172903	558.274515	1
410.000000	0.317824	0.297404	255.815179	10622.547110	41.524303	67.523209	246.742826	508.540356	1
500.000000	0.227242	0.050964	219.295502	9819.449614	44.777250	76.868500	207.266640	602.527841	1
438.780157	0.212407	0.060737	120.901596	4879.495576	40.359232	80.791779	89.943786	525.420149	1
366.942379	0.280125	0.252026	172.745554	7064.815909	40.897237	75.604324	155.322285	471.588195	1
485.668805	0.230209	0.134041	253.893699	8135.968359	32.044783	64.855446	245.470531	541.363975	1
390.000000	0.358316	0.203854	245.686103	10055.836873	40.929612	70.324783	236.490170	477.548360	1
269.495946	0.207520	0.038397	80.411085	1963.605248	24.419584	44.740154	66.838309	329.090647	1
300.000000	0.190066	0.166853	97.108130	3039.561303	31.300791	51.353973	82.418192	387.078228	1
325.000000	0.224624	0.286932	229.215863	5705.332090	24.890651	35.602715	227.264794	462.703007	1
294.474846	0.206647	0.467748	194.871035	5541.256126	28.435504	36.765797	191.804890	445.513299	1
500.000000	0.192684	0.194779	144.688578	3055.012963	21.114403	96.563370	107.751103	542.897089	1
211.000000	0.053931	0.094248	30.753443	151.984578	4.942034	14.268374	27.243124	217.130704	2
196.856714	0.020071	0.090757	28.593126	82.058889	2.869882	7.968783	27.661516	200.749336	2
245.000000	0.189019	0.081681	62.902955	1235.983356	19.649051	42.152016	46.690355	292.376238	2
352.656447	0.121999	0.090757	68.527846	1066.157846	15.558024	43.691925	52.792817	382.733187	2
243.293976	0.039968	0.067021	68.544778	383.928453	5.601134	9.991348	67.816656	263.640761	2
259.885145	0.070686	0.006981	58.243807	465.087265	7.985180	17.506838	56.340241	267.517446	2
250.000000	0.068068	-0.015359	57.172431	652.901349	11.419863	17.776981	55.791270	278.308615	2
200.000000	0.037699	0.117286	42.316675	220.810907	5.218059	10.675764	40.947882	218.034313	2
355.000000	0.064054	0.084474	89.558463	1033.854245	11.543903	27.562662	86.576561	372.039957	2
272.000000	0.091455	0.004887	63.789380	718.946310	11.270627	20.085556	60.690729	286.920220	2
341.620013	0.091979	0.074002	85.043029	1370.838068	16.119347	29.028969	79.935197	385.133460	2
160.322453	0.176976	0.163363	37.217124	341.881462	9.186133	30.889164	20.759910	187.566518	2
301.304399	0.109781	0.035605	64.616200	942.773191	14.590353	29.045677	57.720030	335.768459	2
155.000000	0.172788	0.118682	38.940168	415.111601	10.660242	25.836502	29.134376	184.817041	2
144.000000	0.120602	0.046077	19.647670	70.426239	3.584458	18.131014	7.569493	160.373770	2
178.000000	0.170868	0.212930	41.542167	489.440520	11.781776	35.747795	21.162393	215.905934	3
195.000000	0.139103	0.205251	37.462196	328.384052	8.765745	35.023827	13.294650	232.587628	3
435.093167	0.076969	0.161268	123.597538	1342.277648	10.860068	37.384724	117.808038	433.202322	3
